time,	w_est,	w_final_filt,	th_r_est,	v_qd_r.q,	v_qd_r.d,	i_qd_r_tot.q,	i_qd_r_tot.d,	i_qd_r_hf.q,	i_qd_r_hf.d,	i_qd_r.q,	i_qd_r.d
0.0278,	-17.8727,	15.91,	0.973719,	-0.00696069,	-1.33986,	0.354093,	-16.2807,	0.343055,	-16.473,	0.0110376,	0.192288
0.027825,	-22.9363,	15.7445,	0.972698,	-0.00715354,	0.678138,	0.389688,	-19.7414,	0.378012,	-19.9088,	0.0116758,	0.167311
0.02785,	-22.9363,	15.7445,	0.972698,	-0.00715354,	0.678138,	0.389688,	-19.7414,	0.378012,	-19.9088,	0.0116758,	0.167311
0.027875,	-11.0736,	15.6066,	0.971848,	-0.00580811,	2.54824,	0.334743,	-18.9,	0.321831,	-19.0059,	0.0129122,	0.105916
0.0279,	-11.0736,	15.6066,	0.971848,	-0.00580811,	2.54824,	0.334743,	-18.9,	0.321831,	-19.0059,	0.0129122,	0.105916
0.027925,	6.656,	15.5624,	0.971738,	-0.00325013,	3.86284,	0.217524,	-13.9436,	0.203069,	-13.965,	0.0144542,	0.0214671
0.02795,	6.656,	15.5624,	0.971738,	-0.00325013,	3.86284,	0.217524,	-13.9436,	0.203069,	-13.965,	0.0144542,	0.0214671
0.027975,	16.3878,	15.5935,	0.972314,	-1.81078e-07,	4.33674,	0.0656059,	-5.94086,	0.0496418,	-5.87323,	0.0159641,	-0.0676268
0.028,	16.3878,	15.5935,	0.972314,	-1.81078e-07,	4.33674,	0.0656059,	-5.94086,	0.0496418,	-5.87323,	0.0159641,	-0.0676268
0.028025,	10.6362,	15.6283,	0.972989,	0.00326441,	3.86389,	-0.102614,	3.35927,	-0.119715,	3.50122,	0.017101,	-0.141942
0.02805,	10.6362,	15.6283,	0.972989,	0.00326441,	3.86389,	-0.102614,	3.35927,	-0.119715,	3.50122,	0.017101,	-0.141942
0.028075,	-7.14546,	15.5935,	0.973077,	0.00580416,	2.54887,	-0.257135,	11.9237,	-0.274718,	12.109,	0.0175825,	-0.185282
0.0281,	-7.14546,	15.5935,	0.973077,	0.00580416,	2.54887,	-0.257135,	11.9237,	-0.274718,	12.109,	0.0175825,	-0.185282
0.028125,	-22.2752,	15.4632,	0.972341,	0.00702656,	0.678402,	-0.351983,	17.8885,	-0.369256,	18.0767,	0.0172732,	-0.188204
0.02815,	-22.2752,	15.4632,	0.972341,	0.00702656,	0.678402,	-0.351983,	17.8885,	-0.369256,	18.0767,	0.0172732,	-0.188204
0.028175,	-21.1749,	15.2948,	0.971255,	0.00669205,	-1.33977,	-0.355419,	19.9607,	-0.371655,	20.1107,	0.0162362,	-0.150063
0.0282,	-21.1749,	15.2948,	0.971255,	0.00669205,	-1.33977,	-0.355419,	19.9607,	-0.371655,	20.1107,	0.0162362,	-0.150063
0.028225,	-5.64919,	15.1842,	0.970584,	0.00493945,	-3.06576,	-0.276516,	17.6765,	-0.291214,	17.7557,	0.0146976,	-0.0791726
0.02825,	-5.64919,	15.1842,	0.970584,	0.00493945,	-3.06576,	-0.276516,	17.6765,	-0.291214,	17.7557,	0.0146976,	-0.0791726
0.028275,	10.8611,	15.1706,	0.970715,	0.00215671,	-4.12339,	-0.146919,	11.5396,	-0.159886,	11.5306,	0.012967,	0.00901179
0.0283,	10.8611,	15.1706,	0.970715,	0.00215671,	-4.12339,	-0.146919,	11.5396,	-0.159886,	11.5306,	0.012967,	0.00901179
0.028325,	16.0948,	15.2119,	0.971388,	-0.00109454,	-4.28216,	0.0103062,	2.88796,	-0.0010771,	2.79269,	0.0113833,	0.0952683
0.02835,	16.0948,	15.2119,	0.971388,	-0.00109454,	-4.28216,	0.0103062,	2.88796,	-0.0010771,	2.79269,	0.0113833,	0.0952683
0.028375,	5.77768,	15.2321,	0.971935,	-0.00411841,	-3.50751,	0.175882,	-6.39269,	0.16561,	-6.55348,	0.0102721,	0.160796
0.0284,	5.77768,	15.2321,	0.971935,	-0.00411841,	-3.50751,	0.175882,	-6.39269,	0.16561,	-6.55348,	0.0102721,	0.160796
0.028425,	-12.6113,	15.1682,	0.971764,	-0.00621684,	-1.96831,	0.313927,	-14.2794,	0.304053,	-14.4707,	0.00987368,	0.191313
0.02845,	-12.6113,	15.1682,	0.971764,	-0.00621684,	-1.96831,	0.313927,	-14.2794,	0.304053,	-14.4707,	0.00987368,	0.191313
0.028475,	-23.0908,	15.0201,	0.970872,	-0.00691139,	-0.00011047,	0.379463,	-19.053,	0.369204,	-19.2331,	0.0102588,	0.18017
0.0285,	-23.0908,	15.0201,	0.970872,	-0.00691139,	-0.00011047,	0.379463,	-19.053,	0.369204,	-19.2331,	0.0102588,	0.18017
0.028525,	-16.351,	14.8659,	0.969886,	-0.0060946,	1.96863,	0.353245,	-19.6729,	0.34194,	-19.8027,	0.0113047,	0.129799
0.02855,	-16.351,	14.8659,	0.969886,	-0.0060946,	1.96863,	0.353245,	-19.6729,	0.34194,	-19.8027,	0.0113047,	0.129799
0.028575,	0.730782,	14.7906,	0.969495,	-0.00400001,	3.50805,	0.255287,	-16.0032,	0.242534,	-16.0544,	0.0127527,	0.0511858
0.0286,	0.730782,	14.7906,	0.969495,	-0.00400001,	3.50805,	0.255287,	-16.0032,	0.242534,	-16.0544,	0.0127527,	0.0511858
0.028625,	14.0992,	14.8033,	0.969866,	-0.00106555,	4.28266,	0.115941,	-8.8442,	0.101658,	-8.80567,	0.0142823,	-0.0385266
0.02865,	14.0992,	14.8033,	0.969866,	-0.00106555,	4.28266,	0.115941,	-8.8442,	0.101658,	-8.80567,	0.0142823,	-0.0385266
0.028675,	13.7845,	14.8455,	0.970563,	0.00211035,	4.1237,	-0.0454236,	0.243401,	-0.06098,	0.363176,	0.0155564,	-0.119775
0.0287,	13.7845,	14.8455,	0.970563,	0.00211035,	4.1237,	-0.0454236,	0.243401,	-0.06098,	0.363176,	0.0155564,	-0.119775
0.028725,	-0.817532,	14.8411,	0.970887,	0.00482764,	3.06589,	-0.205476,	9.27863,	-0.221747,	9.45347,	0.0162707,	-0.174841
0.02875,	-0.817532,	14.8411,	0.970887,	0.00482764,	3.06589,	-0.205476,	9.27863,	-0.221747,	9.45347,	0.0162707,	-0.174841
0.028775,	-18.3703,	14.7436,	0.970408,	0.00645039,	1.33986,	-0.322672,	16.292,	-0.338908,	16.4837,	0.0162358,	-0.191711
0.0288,	-18.3703,	14.7436,	0.970408,	0.00645039,	1.33986,	-0.322672,	16.292,	-0.338908,	16.4837,	0.0162358,	-0.191711
0.028825,	-23.2703,	14.5816,	0.969367,	0.00662514,	-0.678136,	-0.357014,	19.7548,	-0.372462,	19.9215,	0.0154479,	-0.1667
0.02885,	-23.2703,	14.5816,	0.969367,	0.00662514,	-0.678136,	-0.357014,	19.7548,	-0.372462,	19.9215,	0.0154479,	-0.1667
0.028875,	-11.6398,	14.4467,	0.968494,	0.00537647,	-2.54824,	-0.303701,	18.9124,	-0.317784,	19.0176,	0.0140831,	-0.105249
0.0289,	-11.6398,	14.4467,	0.968494,	0.00537647,	-2.54824,	-0.303701,	18.9124,	-0.317784,	19.0176,	0.0140831,	-0.105249
0.028925,	5.75349,	14.4037,	0.968347,	0.00300813,	-3.86284,	-0.190452,	13.9485,	-0.202876,	13.9693,	0.012424,	-0.0207419
0.02895,	5.75349,	14.4037,	0.968347,	0.00300813,	-3.86284,	-0.190452,	13.9485,	-0.202876,	13.9693,	0.012424,	-0.0207419
0.028975,	15.476,	14.4344,	0.968877,	1.71564e-07,	-4.33674,	-0.0441048,	5.94552,	-0.0549013,	5.87711,	0.0107965,	0.0684138
0.029,	15.476,	14.4344,	0.968877,	1.71564e-07,	-4.33674,	-0.0441048,	5.94552,	-0.0549013,	5.87711,	0.0107965,	0.0684138
0.029025,	10.2738,	14.47,	0.969521,	-0.00302246,	-3.86389,	0.11781,	-3.35438,	0.108282,	-3.49718,	0.00952885,	0.142793
0.02905,	10.2738,	14.47,	0.969521,	-0.00302246,	-3.86389,	0.11781,	-3.35438,	0.108282,	-3.49718,	0.00952885,	0.142793
0.029075,	-6.60968,	14.4395,	0.969613,	-0.00537462,	-2.54887,	0.266719,	-11.9225,	0.257825,	-12.1087,	0.00889363,	0.186193
0.0291,	-6.60968,	14.4395,	0.969613,	-0.00537462,	-2.54887,	0.266719,	-11.9225,	0.257825,	-12.1087,	0.00889363,	0.186193
0.029125,	-21.113,	14.3175,	0.96892,	-0.00650594,	-0.678406,	0.35848,	-17.8904,	0.349458,	-18.0796,	0.00902231,	0.189165
0.02915,	-21.113,	14.3175,	0.96892,	-0.00650594,	-0.678406,	0.35848,	-17.8904,	0.349458,	-18.0796,	0.00902231,	0.189165
0.029175,	-20.1415,	14.1584,	0.967888,	-0.00619482,	1.33977,	0.362277,	-19.9576,	0.352422,	-20.1086,	0.00985511,	0.151072
0.0292,	-20.1415,	14.1584,	0.967888,	-0.00619482,	1.33977,	0.362277,	-19.9576,	0.352422,	-20.1086,	0.00985511,	0.151072
0.029225,	-5.3584,	14.0542,	0.967251,	-0.00457184,	3.06576,	0.286505,	-17.6737,	0.27533,	-17.7539,	0.0111749,	0.0802302
0.02925,	-5.3584,	14.0542,	0.967251,	-0.00457184,	3.06576,	0.286505,	-17.6737,	0.27533,	-17.7539,	0.0111749,	0.0802302
0.029275,	10.3308,	14.0425,	0.967375,	-0.00199634,	4.12338,	0.161419,	-11.5371,	0.148736,	-11.5292,	0.0126829,	-0.00790734
0.0293,	10.3308,	14.0425,	0.967375,	-0.00199634,	4.12338,	0.161419,	-11.5371,	0.148736,	-11.5292,	0.0126829,	-0.00790734
0.029325,	15.1044,	14.083,	0.968011,	0.00101331,	4.28216,	0.00930798,	-2.88573,	-0.00474343,	-2.79161,	0.0140514,	-0.0941188
0.02935,	15.1044,	14.083,	0.968011,	0.00101331,	4.28216,	0.00930798,	-2.88573,	-0.00474343,	-2.79161,	0.0140514,	-0.0941188
0.029375,	4.86283,	14.1021,	0.96851,	0.00381287,	3.50751,	-0.150976,	6.39461,	-0.165941,	6.55421,	0.0149653,	-0.159604
0.0294,	4.86283,	14.1021,	0.96851,	0.00381287,	3.50751,	-0.150976,	6.39461,	-0.165941,	6.55421,	0.0149653,	-0.159604
0.029425,	-13.0955,	14.0391,	0.968304,	0.00575407,	1.96832,	-0.284511,	14.281,	-0.299703,	14.4711,	0.0151922,	-0.190081
0.02945,	-13.0955,	14.0391,	0.968304,	0.00575407,	1.96832,	-0.284511,	14.281,	-0.299703,	14.4711,	0.0151922,	-0.190081
0.029475,	-23.2667,	13.8945,	0.967395,	0.00639343,	0.000113571,	-0.347761,	19.0544,	-0.362425,	19.2333,	0.0146641,	-0.178901
0.0295,	-23.2667,	13.8945,	0.967395,	0.00639343,	0.000113571,	-0.347761,	19.0544,	-0.362425,	19.2333,	0.0146641,	-0.178901
0.029525,	-16.6669,	13.7443,	0.966397,	0.00563476,	-1.96863,	-0.322334,	19.6742,	-0.335834,	19.8027,	0.0134999,	-0.128497
0.02955,	-16.6669,	13.7443,	0.966397,	0.00563476,	-1.96863,	-0.322334,	19.6742,	-0.335834,	19.8027,	0.0134999,	-0.128497
0.029575,	0.00859165,	13.671,	0.965981,	0.00369723,	-3.50805,	-0.227882,	16.0047,	-0.239831,	16.0545,	0.0119493,	-0.0498531
0.0296,	0.00859165,	13.671,	0.965981,	0.00369723,	-3.50805,	-0.227882,	16.0047,	-0.239831,	16.0545,	0.0119493,	-0.0498531
0.029625,	13.1673,	13.6836,	0.96631,	0.000984963,	-4.28266,	-0.0938702,	8.84578,	-0.104191,	8.80589,	0.0103208,	0.0398878
0.02965,	13.1673,	13.6836,	0.96631,	0.000984963,	-4.28266,	-0.0938702,	8.84578,	-0.104191,	8.80589,	0.0103208,	0.0398878
0.029675,	13.1816,	13.7257,	0.966969,	-0.00195116,	-4.1237,	0.0611358,	-0.241646,	0.0521973,	-0.362809,	0.00893848,	0.121163
0.0297,	13.1816,	13.7257,	0.966969,	-0.00195116,	-4.1237,	0.0611358,	-0.241646,	0.0521973,	-0.362809,	0.00893848,	0.121163
0.029725,	-0.593372,	13.7241,	0.967283,	-0.00446426,	-3.06589,	0.21496,	-9.27665,	0.206865,	-9.45291,	0.00809504,	0.176254
0.02975,	-0.593372,	13.7241,	0.967283,	-0.00446426,	-3.06589,	0.21496,	-9.27665,	0.206865,	-9.45291,	0.00809504,	0.176254
0.029775,	-17.343,	13.6335,	0.966835,	-0.0059647,	-1.33987,	0.327861,	-16.2899,	0.319888,	-16.483,	0.00797343,	0.19315
0.0298,	-17.343,	13.6335,	0.966835,	-0.0059647,	-1.33987,	0.327861,	-16.2899,	0.319888,	-16.483,	0.00797343,	0.19315
0.029825,	-22.092,	13.4808,	0.965849,	-0.006125,	0.678132,	0.361323,	-19.7526,	0.352745,	-19.9208,	0.00857815,	0.168164
0.02985,	-22.092,	13.4808,	0.965849,	-0.006125,	0.678132,	0.361323,	-19.7526,	0.352745,	-19.9208,	0.00857815,	0.168164
0.029875,	-11.0517,	13.3536,	0.965021,	-0.00496965,	2.54824,	0.310406,	-18.9103,	0.300665,	-19.017,	0.00974095,	0.106736
0.0299,	-11.0517,	13.3536,	0.965021,	-0.00496965,	2.54824,	0.310406,	-18.9103,	0.300665,	-19.017,	0.00974095,	0.106736
0.029925,	5.48444,	13.3139,	0.964881,	-0.00278053,	3.86284,	0.201473,	-13.9466,	0.190283,	-13.9689,	0.0111898,	0.0222508
0.02995,	5.48444,	13.3139,	0.964881,	-0.00278053,	3.86284,	0.201473,	-13.9466,	0.190283,	-13.9689,	0.0111898,	0.0222508
0.029975,	14.6035,	13.3443,	0.965384,	-1.63729e-07,	4.33674,	0.0602944,	-5.9438,	0.0476838,	-5.87692,	0.0126105,	-0.0668843
0.03,	14.6035,	13.3443,	0.965384,	-1.63729e-07,	4.33674,	0.0602944,	-5.9438,	0.0476838,	-5.87692,	0.0126105,	-0.0668843
0.030025,	9.33017,	13.3785,	0.965982,	0.00279448,	3.86389,	-0.0960754,	3.35593,	-0.109762,	3.49718,	0.0136862,	-0.141245
0.03005,	9.33017,	13.3785,	0.965982,	0.00279448,	3.86389,	-0.0960754,	3.35593,	-0.109762,	3.49718,	0.0136862,	-0.141245
0.030075,	-7.15461,	13.3483,	0.966036,	0.00496845,	2.54887,	-0.239843,	11.9238,	-0.253997,	12.1084,	0.0141538,	-0.184628
0.0301,	-7.15461,	13.3483,	0.966036,	0.00496845,	2.54887,	-0.239843,	11.9238,	-0.253997,	12.1084,	0.0141538,	-0.184628
0.030125,	-21.2261,	13.2293,	0.965327,	0.00601147,	0.678408,	-0.328311,	17.8916,	-0.342198,	18.0792,	0.0138866,	-0.187585
0.03015,	-21.2261,	13.2293,	0.965327,	0.00601147,	0.678408,	-0.328311,	17.8916,	-0.342198,	18.0792,	0.0138866,	-0.187585
0.030175,	-20.2459,	13.0747,	0.96429,	0.00572067,	-1.33977,	-0.331871,	19.9587,	-0.344814,	20.1082,	0.0129427,	-0.14948
0.0302,	-20.2459,	13.0747,	0.96429,	0.00572067,	-1.33977,	-0.331871,	19.9587,	-0.344814,	20.1082,	0.0129427,	-0.14948
0.030225,	-5.8599,	12.9736,	0.963637,	0.00422033,	-3.06576,	-0.258896,	17.6749,	-0.270427,	17.7535,	0.0115313,	-0.0786274
0.03025,	-5.8599,	12.9736,	0.963637,	0.00422033,	-3.06576,	-0.258896,	17.6749,	-0.270427,	17.7535,	0.0115313,	-0.0786274
0.030275,	9.46461,	12.9624,	0.963727,	0.00184279,	-4.12338,	-0.138756,	11.5383,	-0.148695,	11.5288,	0.00993965,	0.00951869
0.0303,	9.46461,	12.9624,	0.963727,	0.00184279,	-4.12338,	-0.138756,	11.5383,	-0.148695,	11.5288,	0.00993965,	0.00951869
0.030325,	14.3382,	13.0024,	0.964323,	-0.000935547,	-4.28216,	0.0071106,	2.88699,	-0.00137174,	2.79125,	0.00848234,	0.0957373
0.03035,	14.3382,	13.0024,	0.964323,	-0.000935547,	-4.28216,	0.0071106,	2.88699,	-0.00137174,	2.79125,	0.00848234,	0.0957373
0.030375,	4.77856,	13.0228,	0.9648,	-0.00352105,	-3.50751,	0.160813,	-6.39326,	0.153352,	-6.55448,	0.00746175,	0.161228
0.0304,	4.77856,	13.0228,	0.9648,	-0.00352105,	-3.50751,	0.160813,	-6.39326,	0.153352,	-6.55448,	0.00746175,	0.161228
0.030425,	-12.2891,	12.9652,	0.964613,	-0.0053139,	-1.96832,	0.289072,	-14.2795,	0.28197,	-14.4712,	0.0071013,	0.191711
0.03045,	-12.2891,	12.9652,	0.964613,	-0.0053139,	-1.96832,	0.289072,	-14.2795,	0.28197,	-14.4712,	0.0071013,	0.191711
0.030475,	-22.0375,	12.8294,	0.963755,	-0.00590334,	-0.000116672,	0.35014,	-19.0528,	0.342672,	-19.2334,	0.00746731,	0.180535
0.0305,	-22.0375,	12.8294,	0.963755,	-0.00590334,	-0.000116672,	0.35014,	-19.0528,	0.342672,	-19.2334,	0.00746731,	0.180535
0.030525,	-15.8121,	12.6878,	0.962808,	-0.00520163,	1.96863,	0.326133,	-19.6728,	0.317686,	-19.8029,	0.00844651,	0.130135
0.03055,	-15.8121,	12.6878,	0.962808,	-0.00520163,	1.96863,	0.326133,	-19.6728,	0.317686,	-19.8029,	0.00844651,	0.130135
0.030575,	0.0291348,	12.6192,	0.962414,	-0.00341279,	3.50804,	0.235596,	-16.0033,	0.225796,	-16.0548,	0.00979959,	0.0514936
0.0306,	0.0291348,	12.6192,	0.962414,	-0.00341279,	3.50804,	0.235596,	-16.0033,	0.225796,	-16.0548,	0.00979959,	0.0514936
0.030625,	12.4615,	12.6324,	0.962726,	-0.000909301,	4.28266,	0.106686,	-8.84451,	0.0954558,	-8.80626,	0.0112299,	-0.0382456
0.03065,	12.4615,	12.6324,	0.962726,	-0.000909301,	4.28266,	0.106686,	-8.84451,	0.0954558,	-8.80626,	0.0112299,	-0.0382456
0.030675,	12.2372,	12.6732,	0.963343,	0.00180154,	4.1237,	-0.0426572,	0.242882,	-0.0550824,	0.362403,	0.0124251,	-0.11952
0.0307,	12.2372,	12.6732,	0.963343,	0.00180154,	4.1237,	-0.0426572,	0.242882,	-0.0550824,	0.362403,	0.0124251,	-0.11952
0.030725,	-1.22841,	12.6711,	0.963619,	0.00412174,	3.0659,	-0.190884,	9.27782,	-0.203987,	9.45244,	0.0131035,	-0.174612
0.03075,	-1.22841,	12.6711,	0.963619,	0.00412174,	3.0659,	-0.190884,	9.27782,	-0.203987,	9.45244,	0.0131035,	-0.174612
0.030775,	-17.4668,	12.5828,	0.963151,	0.00550504,	1.33987,	-0.299584,	16.2909,	-0.312673,	16.4824,	0.0130889,	-0.191509
0.0308,	-17.4668,	12.5828,	0.963151,	0.00550504,	1.33987,	-0.299584,	16.2909,	-0.312673,	16.4824,	0.0130889,	-0.191509
0.030825,	-22.0348,	12.4348,	0.962164,	0.00564974,	-0.67813,	-0.331705,	19.7537,	-0.344082,	19.9202,	0.0123773,	-0.166525
0.03085,	-22.0348,	12.4348,	0.962164,	0.00564974,	-0.67813,	-0.331705,	19.7537,	-0.344082,	19.9202,	0.0123773,	-0.166525
0.030875,	-11.3141,	12.3116,	0.96133,	0.00458188,	-2.54824,	-0.282717,	18.9113,	-0.293847,	19.0164,	0.0111307,	-0.105101
0.0309,	-11.3141,	12.3116,	0.96133,	0.00458188,	-2.54824,	-0.282717,	18.9113,	-0.293847,	19.0164,	0.0111307,	-0.105101
0.030925,	4.7581,	12.2733,	0.961166,	0.00256321,	-3.86284,	-0.178211,	13.9477,	-0.187821,	13.9683,	0.0096102,	-0.0206198
0.03095,	4.7581,	12.2733,	0.961166,	0.00256321,	-3.86284,	-0.178211,	13.9477,	-0.187821,	13.9683,	0.0096102,	-0.0206198
0.030975,	13.7591,	12.3031,	0.961629,	1.54328e-07,	-4.33674,	-0.0430226,	5.94478,	-0.0511396,	5.87627,	0.00811693,	0.0685099
0.031,	13.7591,	12.3031,	0.961629,	1.54328e-07,	-4.33674,	-0.0430226,	5.94478,	-0.0511396,	5.87627,	0.00811693,	0.0685099
0.031025,	8.96986,	12.3376,	0.962197,	-0.00257705,	-3.86389,	0.106642,	-3.35501,	0.0996871,	-3.49788,	0.00695458,	0.142864
0.03105,	8.96986,	12.3376,	0.962197,	-0.00257705,	-3.86389,	0.106642,	-3.35501,	0.0996871,	-3.49788,	0.00695458,	0.142864
0.031075,	-6.62906,	12.3111,	0.962256,	-0.00458239,	-2.54888,	0.244385,	-11.9229,	0.23801,	-12.1091,	0.00637535,	0.18624
0.0311,	-6.62906,	12.3111,	0.962256,	-0.00458239,	-2.54888,	0.244385,	-11.9229,	0.23801,	-12.1091,	0.00637535,	0.18624
0.031125,	-20.0507,	12.2,	0.961589,	-0.00554373,	-0.678412,	0.329417,	-17.8907,	0.322916,	-18.0798,	0.00650134,	0.189189
0.03115,	-20.0507,	12.2,	0.961589,	-0.00554373,	-0.678412,	0.329417,	-17.8907,	0.322916,	-18.0798,	0.00650134,	0.189189
0.031175,	-19.1833,	12.0544,	0.960608,	-0.00527426,	1.33976,	0.333234,	-19.9578,	0.325956,	-20.1089,	0.00727797,	0.151075
0.0312,	-19.1833,	12.0544,	0.960608,	-0.00527426,	1.33976,	0.333234,	-19.9578,	0.325956,	-20.1089,	0.00727797,	0.151075
0.031225,	-5.53944,	11.9595,	0.95999,	-0.00389043,	3.06576,	0.263546,	-17.6741,	0.255041,	-17.7543,	0.00850529,	0.0802135
0.03125,	-5.53944,	11.9595,	0.95999,	-0.00389043,	3.06576,	0.263546,	-17.6741,	0.255041,	-17.7543,	0.00850529,	0.0802135
0.031275,	8.9732,	11.95,	0.960076,	-0.00169887,	4.12338,	0.148307,	-11.5375,	0.138399,	-11.5296,	0.00990776,	-0.00794287
0.0313,	8.9732,	11.95,	0.960076,	-0.00169887,	4.12338,	0.148307,	-11.5375,	0.138399,	-11.5296,	0.00990776,	-0.00794287
0.031325,	13.4371,	11.9889,	0.960636,	0.00086262,	4.28216,	0.00809824,	-2.88608,	-0.00308494,	-2.79191,	0.0111832,	-0.0941722
0.03135,	13.4371,	11.9889,	0.960636,	0.00086262,	4.28216,	0.00809824,	-2.88608,	-0.00308494,	-2.79191,	0.0111832,	-0.0941722
0.031375,	4.04951,	12.0083,	0.961073,	0.00324675,	3.50751,	-0.139729,	6.39426,	-0.151769,	6.55393,	0.0120408,	-0.159674
0.0314,	4.04951,	12.0083,	0.961073,	0.00324675,	3.50751,	-0.139729,	6.39426,	-0.151769,	6.55393,	0.0120408,	-0.159674
0.031425,	-12.4865,	11.9521,	0.960862,	0.0048987,	1.96832,	-0.263023,	14.2806,	-0.275289,	14.4707,	0.0122658,	-0.190167
0.03145,	-12.4865,	11.9521,	0.960862,	0.0048987,	1.96832,	-0.263023,	14.2806,	-0.275289,	14.4707,	0.0122658,	-0.190167
0.031475,	-21.8855,	11.8207,	0.960003,	0.00543919,	0.000119773,	-0.32164,	19.0539,	-0.333435,	19.2329,	0.0117948,	-0.179003
0.0315,	-21.8855,	11.8207,	0.960003,	0.00543919,	0.000119773,	-0.32164,	19.0539,	-0.333435,	19.2329,	0.0117948,	-0.179003
0.031525,	-15.8431,	11.6839,	0.95906,	0.00479005,	-1.96862,	-0.298546,	19.6738,	-0.309283,	19.8024,	0.0107367,	-0.128614
0.03155,	-15.8431,	11.6839,	0.95906,	0.00479005,	-1.96862,	-0.298546,	19.6738,	-0.309283,	19.8024,	0.0107367,	-0.128614
0.031575,	-0.500651,	11.6177,	0.958651,	0.00314195,	-3.50804,	-0.211784,	16.0044,	-0.221105,	16.0543,	0.00932098,	-0.0499836
0.0316,	-0.500651,	11.6177,	0.958651,	0.00314195,	-3.50804,	-0.211784,	16.0044,	-0.221105,	16.0543,	0.00932098,	-0.0499836
0.031625,	11.6261,	11.6308,	0.958929,	0.000837205,	-4.28266,	-0.0884981,	8.84539,	-0.0963299,	8.80565,	0.00783174,	0.0397442
0.03165,	11.6261,	11.6308,	0.958929,	0.000837205,	-4.28266,	-0.0884981,	8.84539,	-0.0963299,	8.80565,	0.00783174,	0.0397442
0.031675,	11.6596,	11.6711,	0.959511,	-0.00165908,	-4.1237,	0.0542072,	-0.242194,	0.0476397,	-0.3632,	0.00656745,	0.121007
0.0317,	11.6596,	11.6711,	0.959511,	-0.00165908,	-4.1237,	0.0542072,	-0.242194,	0.0476397,	-0.3632,	0.00656745,	0.121007
0.031725,	-1.01131,	11.6711,	0.959778,	-0.00379646,	-3.0659,	0.195919,	-9.27729,	0.190121,	-9.45338,	0.00579788,	0.176085
0.03175,	-1.01131,	11.6711,	0.959778,	-0.00379646,	-3.0659,	0.195919,	-9.27729,	0.190121,	-9.45338,	0.00579788,	0.176085
0.031775,	-16.4431,	11.5893,	0.959341,	-0.00507037,	-1.33987,	0.300065,	-16.2905,	0.294373,	-16.4835,	0.00569199,	0.192969
0.0318,	-16.4431,	11.5893,	0.959341,	-0.00507037,	-1.33987,	0.300065,	-16.2905,	0.294373,	-16.4835,	0.00569199,	0.192969
0.031825,	-20.8441,	11.4502,	0.958409,	-0.00520243,	0.678126,	0.331158,	-19.7533,	0.324903,	-19.9213,	0.00625458,	0.167969
0.03185,	-20.8441,	11.4502,	0.958409,	-0.00520243,	0.678126,	0.331158,	-19.7533,	0.324903,	-19.9213,	0.00625458,	0.167969
0.031875,	-10.7041,	11.3345,	0.95762,	-0.00421823,	2.54823,	0.284603,	-18.911,	0.277272,	-19.0175,	0.00733141,	0.10653
0.0319,	-10.7041,	11.3345,	0.95762,	-0.00421823,	2.54823,	0.284603,	-18.911,	0.277272,	-19.0175,	0.00733141,	0.10653
0.031925,	4.52153,	11.2992,	0.957466,	-0.00235978,	3.86283,	0.184649,	-13.9473,	0.175976,	-13.9693,	0.00867262,	0.0220321
0.03195,	4.52153,	11.2992,	0.957466,	-0.00235978,	3.86283,	0.184649,	-13.9473,	0.175976,	-13.9693,	0.00867262,	0.0220321
0.031975,	12.9549,	11.3285,	0.957903,	-1.46451e-07,	4.33674,	0.0550139,	-5.94421,	0.0450242,	-5.8771,	0.00998968,	-0.0671145
0.032,	12.9549,	11.3285,	0.957903,	-1.46451e-07,	4.33674,	0.0550139,	-5.94421,	0.0450242,	-5.8771,	0.00998968,	-0.0671145
0.032025,	8.16785,	11.3616,	0.958431,	0.00237319,	3.86389,	-0.0886501,	3.35582,	-0.0996412,	3.49731,	0.0109911,	-0.141485
0.03205,	8.16785,	11.3616,	0.958431,	0.00237319,	3.86389,	-0.0886501,	3.35582,	-0.0996412,	3.49731,	0.0109911,	-0.141485
0.032075,	-6.94365,	11.3357,	0.958461,	0.00421933,	2.54888,	-0.220856,	11.9239,	-0.232291,	12.1088,	0.0114348,	-0.184877
0.0321,	-6.94365,	11.3357,	0.958461,	0.00421933,	2.54888,	-0.220856,	11.9239,	-0.232291,	12.1088,	0.0114348,	-0.184877
0.032125,	-19.8797,	11.2283,	0.957791,	0.00510217,	0.678414,	-0.302392,	17.8918,	-0.313596,	18.0796,	0.011204,	-0.187841
0.03215,	-19.8797,	11.2283,	0.957791,	0.00510217,	0.678414,	-0.302392,	17.8918,	-0.313596,	18.0796,	0.011204,	-0.187841
0.032175,	-19.0177,	11.0879,	0.956818,	0.00485137,	-1.33976,	-0.306003,	19.959,	-0.316354,	20.1087,	0.0103509,	-0.149741
0.0322,	-19.0177,	11.0879,	0.956818,	0.00485137,	-1.33976,	-0.306003,	19.959,	-0.316354,	20.1087,	0.0103509,	-0.149741
0.032225,	-5.83797,	10.9965,	0.956197,	0.00357717,	-3.06575,	-0.239291,	17.6752,	-0.248359,	17.7541,	0.0090674,	-0.078893
